ID,Region,Name,Category,Url
141,Schleswig-Holstein,Musikhochschule Lübeck (Kunst-H),Public,www.mh-luebeck.de
142,Thüringen,H für Musik Weimar (Kunst-H),Public,www.hfm-weimar.de
143,Baden-Württemberg,Hochschule Aalen - Technik und Wirtschaft in Aalen (FH),Public,www.hs-aalen.de
144,Baden-Württemberg,H Albstadt-Sigmaringen in Albstadt (FH),Public,www.hs-albsig.de
145,Baden-Württemberg,H Biberach a. d. Riss (FH),Public,www.hochschule-biberach.de
146,Baden-Württemberg,H Esslingen in Esslingen (FH),Public,www.hs-esslingen.de
147,Baden-Württemberg,H Furtwangen in Furtwangen (FH),Public,www.hs-furtwangen.de
148,Baden-Württemberg,H Heilbronn in Heilbronn (FH),Public,www.hs-heilbronn.de
149,Baden-Württemberg,H Karlsruhe (FH),Public,www.h-ka.de
150,Baden-Württemberg,H Konstanz (FH),Public,www.htwg-konstanz.de
151,Baden-Württemberg,H Mannheim (FH),Public,www.hs-mannheim.de
152,Baden-Württemberg,H Nürtingen-Geislingen (FH),Public,www.hfwu.de
153,Baden-Württemberg,H Offenburg (FH),Public,www.hs-offenburg.de
154,Baden-Württemberg,H Pforzheim (FH),Public,www.hs-pforzheim.de
155,Baden-Württemberg,H Ravensburg-Weingarten (FH),Public,www.rwu.de
156,Baden-Württemberg,H für Technik und Wirtschaft Reutlingen (FH),Public,www.reutlingen-university.de
157,Baden-Württemberg,H für Forstwirtschaft Rottenburg (FH),Public,www.hs-rottenburg.net
158,Baden-Württemberg,H für Gestaltung Schwäbisch Gmünd (FH),Public,www.hfg-gmuend.de
159,Baden-Württemberg,"FH Stuttgart, H der Medien",Public,www.hdm-stuttgart.de
160,Baden-Württemberg,Hochschule für Technik Stuttgart,Public,www.hft-stuttgart.de
161,Baden-Württemberg,"Hochschule Macromedia für angewandte Wissenschaften Stuttgart, Campus Stuttgart (FH)",Private,www.macromedia-fachhochschule.de
162,Baden-Württemberg,"Karlshochschule International University, Karlsruhe (FH)",Private,www.karlshochschule.de
163,Baden-Württemberg,Hochschule der Wirtschaft für Management (HdWM) Mannheim (FH),Private,www.hdwm.de
164,Baden-Württemberg,Hochschule für Kommunikation und Gestaltung in Stuttgart (FH),Private,www.hfk-bw.de
165,Baden-Württemberg,Hochschule Fresenius Heidelberg (FH),Private,www.hs-fresenius.de
166,Baden-Württemberg,"SRH Fernhochschule, Riedlingen (FH)",Private,www.mobile-university.de
167,Baden-Württemberg,VWA-Hochschule für berufsbegleitendes Studium Stuttgart in Freiburg (FH),Private,www.vwa-hochschule.de
168,Baden-Württemberg,Allensbach Hochschule Konstanz (FH),Private,www.allensbach-hochschule.de
169,Baden-Württemberg,media Akademie - Hochschule Stuttgart (FH),Private,www.media-hs.de
170,Baden-Württemberg,"Merz Akademie Hochschule für Gestaltung, Kunst und Medien, Stuttgart (FH)",Private,www.merz-akademie.de
171,Baden-Württemberg,Evang. Hochschule Freiburg (FH),Private,www.eh-freiburg.de
172,Baden-Württemberg,Theologisches Seminar Reutlingen (FH),Private,www.th-reutlingen.de
173,Baden-Württemberg,Evangelische Hochschule Ludwigsburg in Ludwigsburg (FH),Private,www.eh-ludwigsburg.de
174,Baden-Württemberg,"Kath. Hochschule Freiburg i.Br., Campus Freiburg (FH)",Private,www.kh-freiburg.de
175,Bayern,Ostbayerische Technische Hochschule Amberg-Weiden (FH) in Amberg,Public,www.oth-aw.de
176,Bayern,Hochschule für angewandte Wissenschaften Ansbach in Ansbach (FH),Public,www.hs-ansbach.de
177,Bayern,TH Aschaffenburg (FH),Public,www.th-ab.de
178,Bayern,Hochschule für angewandte Wissenschaften Augsburg (FH),Public,www.hs-augsburg.de
179,Bayern,Hochschule für angewandte Wissenschaften Coburg (FH),Public,www.hs-coburg.de
180,Bayern,Technische Hochschule Deggendorf (FH),Public,www.th-deg.de
181,Bayern,Hochschule für angewandte Wissenschaften Hof in Hof (FH),Public,www.hof-university.de
182,Bayern,Technische Hochschule Ingolstadt in Ingolstadt (FH),Public,www.thi.de
183,Bayern,Hochschule für angewandte Wissenschaften Kempten (FH),Public,www.hs-kempten.de
184,Bayern,Hochschule für angewandte Wissenschaften Landshut (FH),Public,www.haw-landshut.de
185,Bayern,Hochschule für angewandte Wissenschaften München (FH),Public,www.hm.edu
